Title,Date,Content,Category
"Jombang Fest 2024, Petugas Parkir Diimbau Pasang Tarif Sesuai Ketentuan",16 Oktober 2024,"Jombang– Panitia Jombang Fest 2024 mengimbau petugas parkir yang membuka lahan parkir di sekitar venue acara mematuhi aturan yang ada.Salah satu poin pentingnya, terkait tarif parkir yang diberlakukan kepada para pengunjung acara. Agar tak menarik biaya melebihi ketentuan.Imbauan ini menyusul informasi yang beredar di media sosial mengenai mahalnya tarif parkir Acara Jombang Fest 2024 yang disebut mencapai Rp15 ribu.Kepala Dinas Perhubungan Kabupaten Jombang, Budi Winarno menegaskan jika tak ada perbedaan tarif bagi pengunjung yang ingin menyaksikan rangkaian acara peringatan Hari Jadi Kabupaten Jombang ke-114 ini.Budi lantas merinci, sesusai ketentuan tarif parkir yang diperbolehkan tak melebihi Rp2 ribu untuk kendaraan roda dua. Sedangkan untul roda empat atau mobil sebesar Rp4 ribu.“Menghimbau kepada petugas parkir ( warga setempat ) untuk tidak menarik parkir yang tidak sewajarnya. Adapun tarif parkir di tepi jalan yang di kenakan sesuai dengan peraturan daerah yang berlaku yaitu kendaraan R2 Rp. 2000, kendaraan R4 Rp. 4000, ” kata Budi Winarno, Rabu, 16 Oktober 2024.Untuk memberikan rasa aman dan nyaman kepada pengunjung Jombang Fest 2024, malam ini petugas Dinas Perhubungan akan melakukan pemantauan di sekitar venue acara.Upayanya, memberi imbauan kepada petugas parkir agar tidak mematok tarif yang cenderung memberatkan.“Malam ini teman teman akan melakukan himbauan kepada masyarakat yang membuka lahan parkir untuk mengikuti himbauan dimaksud,” tegasnya.Untuk diketahui, di sekitar venue acara Jombang Fest 2024 kawasan Alon-alon Jombang terdapat beberapa kantong parkir yang disediakan untuk pengunjung. Salah satunya di halaman SDN Jombatan dan beberapa spot di pinggir jalan raya sekitar lokasi.“Pemantauan dan imbauan akan dilakukan secara berkala, untuk memberikan rasa aman dan nyaman pengunjung,” tandasnya.Rangkaian acara Jombang Fest 2024 digelar selama 10 hari mulai 14-24 Oktober 2024. Selama itu, akan ada banyak sekali kegiatan menarik yang menonjolkan kerarifan lokal.Mulai dari gelaran budaya, beberapa acara yang menyemarakkan peringatan Hari Jadi Kabupaten Jombang ke-114 dan Hari Santri Nasional ini akan diramaikan dengan festival pondok unggulan, festival religi hingga seminar internasional.Selain peringatan Hari Jadi Kabupaten Jombang ke-114, Jombang Fest 2024 ini juga untuk peringatan Hari Santri Nasional.",Jombangku
Pembukaan Jombang Fest 2024 Dihadiri Sejumlah Pejabat Pemerintahan dari Berbagai Daerah,14 Oktober 2024,"Jombang– Kegiatan Jombang Fest 2024 dalam rangka memperingati hari jadi Kabupaten Jombang dan Hari Santri Nasional 2024 telah resmi dibuka pada Senin (14/10/2024) siang.Pembukaan acara Jombang Fest 2024 tersebut, dihadiri oleh Deputi Bidang Koordinasi dan Supervisi Komisi Pemberantasan Korupsi Bapak Irjen Pol Disik Agung Wijanarko, S.Ik, M.H, Anggota DPR RI Hj. Sadarestuwati, S.P., M.M.A, Kepala Pusat Pengembangan SDM Ketenagakerjaan dari Kementrian Ketenagakerjaan M Arif Hidayat, Pj Bupati Kabupaten Jombang Teguh Narutomo, Pj sementara Bupati Kabupaten Mojokerto Akh Jazuli, Pj sementara Bupati Kabupaten Kediri Heru Wahono Santoso, PJ Bupati Kabupaten Tuban Agung Subagyo, dan Pejabat Pemerintah lainnya.Acara dibuka dengan tari remo yang dibawakan oleh Komunitas Tari Pelajar, yang berasal dari Kabupaten Jombang. Tarian ini diciptakan oleh Cak Mo, seorang seniman jalanan yang pernah menjadi Gemblak di Grup Reog Ponorogo. Kemudian dilanjutkan dengan penampilan pemenang lomba tutur dongeng yang dibawakan oleh Rufaidah Al Aslamiah dari Min Jombang.Pada pembukaan acara Jombang Fest 2024 dalam rangka memperingati hari jadi Kabupaten Jombang dan Hari Santri Nasional, Pj Bupati Kabupaten Jombang Teguh Narutomo mengatakan bahwa pada acara Jombang Fest 2024 dalam rangka memperingati hari jadi Kabupaten Jombang dan Hari Santri Nasional 2024 dapat memperkuat tali silaturhami yang baik.Selain itu, Pj Bupati Teguh juga menjelaskan bahwa Jombang dikenal sebagai Kota Santri. arena banyaknya pondok pesantren di kabupaten di Jawa Timur itu. Di Kabupaten Jombang, terdapat ratusan pondok pesantren yang beberapa di antaranya cukup terkenal, seperti Tebuireng, Tambak Beras, Darul Ulum Rejoso, dan Denanyar.Selain banyaknya pondok pesantren, julukan Kota Santri juga melekat pada Kabupaten Jombang karena jumlah santri yang menimba ilmu agama di sana mencapai ribuan orang.Bukan hanya itu, sejumlah tokoh nasional terkemuka juga lahir di Jombang, seperti KH Hasyim Asyari, KH Wahid Hasyim, Nurcholis Madjid, hingga KH Abdurrahman Wahid alias Gus Dur yang merupakan Presiden ke-4 Republik Indonesia.Pj Bupati Teguh menjelaskan bahwa acara Jombang Fest 2024 tidak hanya sebagai ajang perayaan, akan tetapi merupakan kesempatan berharga bagi kab Jombang untuk meningkatkan perekonomian lokal, mempromosikan semua sektor potensi baik pariwisata maupun produksi yang dimiliki JombangSerta mengenalkan kebudayaan, kekayaan budaya, dan kearifan lokal kepada masyarakat global yang pada akhirnya dapat menjadi motor penggerak dalam upaya memajukan perekonomian daerah. Cara Jombang Fest rencananya akan dilaksakan selama 10 hari penuh.“Event Jombang Fest 2024 diselenggarakan sebagai bagian dari rangkaian acara peringatan hari jadi ke 114 pemerintah kab Jombang dan hari santri nasional, yang berlangsung selama sepuluh hari penuh, mulai pada tanggal 14 Oktober hingga 23 Oktober 2024,” terangnya.",Jombangku
Polisi Amankan 17 Orang Minum Miras di Angkringan Jombang Saat Patroli KRYD,14 Oktober 2024,"Jombang– Polisi terus meningkatkan patroli KRYD (Kegiatan Rutin Yang Ditingkatkan) untuk menjaga Kamtibmas di Jombang. Hasilnya polisi menemukan 17 orang yang tengah asyik menenggak minuman keras (Miras) di warung angkringan.Kapolres Jombang AKBP Eko Bagus Riyadi melalui Wakapolres Kompol Hari Kurniawan mengatakan, patroli digelar pada Sabtu (12/10/2024) malam. Sasarannya meliputi penertiban kendaraan knalpot brong, kelengkapan surat, tidak memakai helm dan peredaran miras.“Malam tui kita laksanakan patroli malam minggu antisipasi gangguan kamtibmas antisipasi curat curas curanmor, tawuran melibatkan gengster dan perguruan,” ujarnya, Minggu (13/10/2024).Kompol Hari menyampaikan, patroli malam minggu itu menyasar sejumlah wilayah di Jombang. Mulai angkringan Jalan A yani, Jalan Buya Hamka, angkringan depan Stadion Merdeka, SPBU Jalan Gatot Subroto, angkringan Parimono, angkringan sepanjang Jalan Gus Dur, hingga tempat tongkrongan mudamudi yang diindikasi menjadi peredaran miras.Dalam sweeping tersebut, polisi berhasil menjaring 12 orang yang tengah asyik minum miras dan disinyalir akan balap liar. Mereka terjaring di angkringan Jalan Gus Dur dan angkringan Parimono.“Kita temukan 4 botol miras dan 17 orang yang kita amankan lalu kita bawa ke Polres Jombang untuk dilakukan pendataan dan kita lakukan pembinaan,” ucapnya.Tidak hanya itu, polisi juga berhasil menjaring 20 kendaraan yang melanggar. Diantaranya, 5 kendaraan knalpot brong dan 15 pelanggaran helm dan surat kendaraan.Disampaikan Kompol Hari, kegiatan patroli kedepan akan lebih masif. Sesuai arahan Kapolres Jombang AKBP Eko Bagus Riyadi, petugas akan mengambil tindakan tegas guna memberikan efek jera.“Kami mengharapkan kesadaran para orang tua agar memperhatikan putra putrinya untuk tidak keluyuran hingga dini hari karena sangat rawan. Sebab temuan petugas di lapangan didominasi anak-anak di bawah umur,” imbaunya.Wakapolres Jombang menambahkan kegiatan patroli dilaksanakan tidak hanya jajaran Polres tapi seluruh polsek.dipimpin langsung para Kapolsek yang terbagi menjadi 5 rayon, yakni Rayon Kota, Timur, Barat, Utara dan Selatan.“Kegiatan tersebut untuk memberikan rasa aman dan nyaman bagi warga kabupaten Jombang. Apalagi menjelang pelaksanaan Pilkada serentak agar berjalan aman dan damai,” pungkasnya.",Jombangku
"Jombang Fest 2024, Panitia Siapkan Puluhan Toilet untuk Pengunjung",11 Oktober 2024,"Jombang– Panitia Jombang Fest 2024 menyiapkan puluhan toilet untuk pengunjung. Masyarakat bisa memanfaatkan beberapa kamar kecil umum di sekitar venue kegiatan yang terpusat di Alun-alun setempat ini, Kamis, 10 Oktober 2024.Kepala Dinas Lingkungan Hidup Kabupaten Jombang, Miftahul Ulum memastikan jika kesiapan fasilitas umum ini sudah matang.“Fasilitas toilet mencukupi, semuanya sudah siap,” kata Ulum.Selain toilet mobil, panitia juga memfasilitasi pengunjung dengan sejumlah toilet permanen di kawasan Alun-alun dan beberapa sekolah di sekitarnya.Rinciannya, dua unit mobil toilet dengan 2 bilik wanita dan dua bilik untuk pria. Kemudian toilet sekolah yang bisa digunakan meliputi, SDN Jombatan, SDN Jombatan 3, SMP Negeri 2 Jombang, SMA Negeri 1 Jombang dan SMK Negeri 2 Jombang.“Total bilik toilet ada 20 putra dan 20 bilik putri,” tandasnya.Selain jumlah yang mencukupi, segala sarana penunjang juga dipastikan siap. Mulai dari ketersediaan air hingga kebersihan lingkungannya.“Termasuk untuk kesiapan dan kebersihan rutin untuk toilet permanen di Alun-alun,” ungkapnya.Bukan hanya toilet, Dinas Lingkungan Hidup Jombang juga menyiapkan sarana lain untuk penunjang kebersihan venue acara.Diantaranya sebanyak 3 unit truk, 6 kendaraan roda tiga dan 10 tempat sampah wheel bin. “Kemudian 20 tempat sampah terpilah untuk kebersihan rutin,” tambahnya.Saat ini, sebanyak 30 orang tenaga kebersihan telah disiagakan. “Ini untuk kebersihan di sekitar RTH Alun-alun dan lokasi acara,” tandasnya.Seperti diketahui, Pemkab Jombang menggelar rangkaian acara peringatan hari jadi Kabupaten Jombang ke-114 dan Hari Santri Nasional.Acara bertajuk Jombang Fest 2024 ini ditargetkan berlangsung lancar dan meriah sesuai rencana.Sebab, akan ada banyak sekali event yang bakal memeriahkannya. Acara akan digelar mulai 14-24 Oktober 2024 atau selama 10 hari.***",Jombangku
"Disdikbud Matangkan Jombang Carnival, Sosialisasi Potensi Daerah Dalam Agenda Akbar Jombang Fest 2024",10 Oktober 2024,"Jombang– Dinas Pendidikan dan Kebudayaan Kabupaten Jombang mulai mematangkan acara Jombang Carnival yang masuk dalam agenda Akbar Jombang Fest 2024. Jombang Carnival, merupakan agenda yang bertujuan mensosialisasikan setiap potensi wilayah, baik ekonomi, budaya hingga sejarah yang ada di seluruh Kabupaten Jombang.Event akan digelar pada tanggal 19 Oktober 2024 dalam agenda Akbar Jombang Fest 2024 sambut hari jadi Pemkab Jombang yang ke-114 dan Hari Santri Nasional. Acara akan dilaksanakan dengan konsep pawai mobil hias atau parade, dengan rute Gor Merdeka Jombang, Jl KH Abdurrahman Wahid, hingga berakhir di Perempatan Kebon Rojo.Plh Kepala Dinas Pendidikan dan Kebudayaan Kabupaten Jombang, Wor Windari mengatakan, dilihat dari wilayahnya, bahwa kabupaten Jombang kaya akan budaya dan sejarah. Potensi tersebut akan sangat berarti jika diketahui publik secara luas.“Contoh, kayak ada Sendang Made di wilayah Kudu, ini bisa ditampilkan melalui Jombang Carnival. Atau di daerah lain, sejarah santri, ini juga bisa ditampilkan dalam parade, melalui musik, narasi atau penampilan lainnya,” kata Wor saat dikonfirmasi, Kamis 10 Oktober 2024.Selain potensi budaya dan sejarah, Jombang Carnival juga akan digelar dengan parade penampilan potensi ekonomi dari masing masing wilayah. Desa yang ikut berpatisipasi yang punya potensi hasil bumi, bisa menampilkan diri dalam parade tersebut sesuai dengan konsep yang sudah disepakati.“Misal Kabuh, ada potensi hasil tembakau, atau Wonosalam, dengan potensi durian dan salak, atau makanan khas. Nah ini semua nanti ditampilkan dalam acara tersebut supaya orang mengerti bahwa di wilayah ini ada ini, disana ada itu, begitu nantinya,” bebernya.Tak hanya melibatkan peserta dari semua desa yang tergabung di kecamatan masing-masing, Jombang Carnival juga akan di ikuti satuan pendidikan dibawah naungan Disdikbud yang ada di empat wilayah kerja. Acara Jombang Carnival bukan sekedar pawai kendaraan tapi ada marketing terkait potensi dan unggulan dari setiap Kecamatan.“Setiap Kecamatan wajib buat promosi potensi di depan panggung selama 2-3 menit dalam bentuk cerita atau drama kolosal atau pidato penjelasan dengan bukti produk yang dimiliki Kecamatan terkait sebagai peserta,” jelasnya.Jombang Fest 2024 yang digelar Pemkab Jombang akan di isi berbagai kegiatan baik pagelaran budaya, festival produk unggalan, festival religi, hingga seminar internasional. Konser band nasional, hingga nonton bareng Timnas dalam lanjutan Kualifikasi Piala Dunia 2026.Jombang Fest sendiri akan digelar mulai tanggal 14 sampai 24 Oktober 2024. Acara akan dibuka secara langsung oleh Wakil Presiden Republik Indonesia, KH Ma’ruf Amin. (*)",Jombangku
Kominfo Ajak Media Mainstream dan Pegiat Media Sosial Semarakkan Event Jombang Fest 2024,9 Oktober 2024,"Jombang– Dinas Kominfo Kabupaten Jombang, berharap Peringatan hari jadi Kabupaten Jombang ke-114 dan Hari Santri Nasional dalam event Jombang Fest 2024, berjalan dengan sukses.Kepala Bidang Hubungan Masyarakat dan Komunikasi Publik Dinas Kominfo Kabupaten Jombang, Astika Cendhana Wangi mengatakan, kolaborasi dengan media mainstream dan pegiat media sosial dibutuhkan untuk mensosialisasikan setiap kegiatan yang berlangsung. Melalui pemberitaan, masyarakat bisa mengetahui secara detail setiap agenda yang seluruhnya digelar mulai tanggal 14 sampai 24 Oktober nanti.“Kolaborasi ini penting agar seluruh masyarakat bisa terlibat dalam event yang memakan waktu selama 10 hari itu. Masyarakat akan bisa memantau dari sumber berita yang akurat secara resmi, baik melalui media cetak, televisi, maupun media online,” ujar Astika, saat dikonfirmasi Rabu 9 Oktober 2024.Kata Astika, tak hanya media mainstream, Kominfo juga akan melalukan publikasi secara masif melalui saluran media lain. Beberapa pegiat media sosial juga akan diajak berkolaborasi hingga menggelar publikasi melalui siaran keliling.“Target kita masyarakat akan tahu akan event ini. Publikasi dengan mobil siaran keliling Radio Suara Jombang, Bocking videotron di taman informasi dan videotron Kebon Rojo, bumper event dan info setiap hari mulai 41 Oktober sampai 24 Oktober 2024 akan kami lakukan secara intens,” katanya.Diketahui, bertepatan dengan peringatan Hari Jadi ke 114 dan Hari Santri Nasional, Pemerintah Kabupaten Jombang akan menggelar Jombang Fest 2024. Gelaran Jombang Fest, akan di isi berbagai kegiatan baik pagelaran budaya, festival produk unggalan, festival religi, hingga seminar internasional.Acara Jombang Fest, akan dibuka secara langsung oleh Wakil Presiden Republik Indonesia, KH Ma’ruf Amin. Wakil Presiden direncanakan akan meresmikan Jombang Smart Santripreneur, hingga menggelar penanaman pohon bersama Menteri Lingkungan Hidup dan Kehutanan Republik Indonesia, Siti Nurbaya.Dihari yang sama juga, Jombang Fest akan di isi berbagai kegiatan yang menarik, mulai demo masak ikan Lele Tanpa Duri, Jombang Smart Green Park, Launching BPR Syariah Bank Jombang, Forum Digitalisasi Ekonomi & Pemasaran Produk Pesantren,Seminar/Workshop Gelar Potensi Investasi Jombang,Pesta kembang api, hingga Pentas Budaya Ludruk yang peragakan oleh Santri, serta di tutup dengan event konser band Letto. (*)",Jombangku
"Beri Kejutan Kado Nasi Tumpeng di HUT TNI ke 79, Bentuk Solidaritas dan Soliditas TNI-Polri di Jombang",5 Oktober 2024,"Jombang– Momen spesial nampak saat jajaran Polres Jombang memberikan kejutan kepada personel TNI Jombang dalam rangka Dirgahayu ke-79 TNI, Sabtu (5/10/2024).Usai pelaksanaan upacara di halaman Makodim 0814 Jombang, Kapolres Jombang AKBP Eko Bagus Riyadi bersama personel Polres Jombang memberikan kejutan nasi tumpeng dan perlengkapan ulang tahun lainnya. Sekaligus mengucapkan selamat HUT ke-79 TNI kepada jajaran prajurit TNI .“Polres Jombang beserta staf dan jajaran mengucapkan Selamat HUT ke-79 TNI. Semoga TNI semakin profesional serta menjadi kebanggaan rakyat, dan TNI-Polri menjadi lebih solid dalam pelaksanaan tugas di lapangan,.” kata AKBP Eko Bagus.Sementara itu, Dandim 0814 Jombang Letkol Kav Devid Eko Junanto menyampaikan, terima kasih kepada Kapolres Jombang AKBP Eko Bagus Riyadi beserta jajaran, Dimana telah datang memberikan kejutan dengan membawa nasi tumpeng sebagai kado ulang tahun TNI.“Saya bersama Keluarga besar TNI menyampaikan terima kasih kepada Polres Jombang. Atas perhatian, atensi dan kedatangannya ke Kodim pada HUT ke-79 TNI,” tutur Letkol kav Devid Eko Junanto.Harapannya, soliditas dan sinergitas antara TNI dan Polri di Kabupaten Jombang dapat terus terjaga. Selanjutnya, pada acara tersebut Dandim 0814 Jombang Letkol Kav Devid Eko Junanto memotong nasi tumpeng. Kemudian diberikan kepada Pj. Bupati Jombang Teguh Narutomo kemudian Dansat Radar 222 Kabuh Letkol Lek Ridar Adi Juliatmono memotong tumpeng diberikan kepada Kapolres Jombang AKBP Eko Bagus Riyadi.ÀKBP Eko Bagus menambahkan, bahwa sinergitas TNI-Polri merupakan kunci keberhasilan dalam menjaga keamanan dan ketertiban masyarakat.“Dengan soliditas yang terjalin, kita yakin dapat memberikan pelayanan terbaik bagi masyarakat Jonbang” tegasnya.Ia juga menyampaikan harapannya agar sinergitas antara TNI dan Polri di Kabupaten Jombang semakin solid.“Semoga dengan kerjasama yang baik, kita dapat mewujudkan Kabuoaten Jombang yang aman dan damai,” pungkas AKBP Eko Bagus.",Jombangku
Parade Drone dan Seminar Jejak Bung Karno di Jombang Fest 2024 Resmi Diganti,3 Oktober 2024,"Jombang– Pemerintah Kabupaten Jombang resmi mengganti beberapa event di acara Jombang Fest sambut Hari Jadi Pemkab ke 114 dan Hari Santri Nasional. Event yang diganti, yakni parade drone dan seminar kebangsaan Jejak Bung Karno.Asisten III Pemkab Jombang, Saiful Anwar mengatakan, pergantian dilakukan karena mempertimbangkan lokasi dan output setiap event. Seluruh event yang dipusatkan di Alun Alun, diharapkan bisa berjalan maksimal tanpa kendala.“Semisal Parade Drone itu analisanya membutuhkan luas lokasi. Jadi ini kita ditiadakan mengingat sempitnya venue. Jadi sebelum pentas band papan atas Letto, acara akan di isi dengan pesta kembang api. Penampilan Band Letto tetap digelar sebagai closing acara pada tanggal 14 Oktober,” terang Saiful.Menurut Saiful, hasil dari rapat dan kordinasi juga menyepakati adanya perubahan beberapa tema acara. Seminar kebangsaan pada tanggal 15 Oktober yang sebelumnya memakai tema “Jejak Bung Karno di Jombang”, di rubah menjadi seminar dengan tema “Jejak Tokoh Bangsa di Jombang”.“Pergantian tema yang ini lebih luas. Karena narasumber yang dihadirkan juga sejarawan terkenal yakni Bapak Anhar Gonggong. Kami ingin menggali jejak jejak sejarah para tokoh bangsa khususnya di Kabupaten Jombang. Literasi ini penting bagi kita,” jelas Saiful.Acara Hari Jadi Pemerintah Kabupaten Jombang yang jatuh pada 21 Oktober dan peringatan Hari Santri Nasional pada 22 Oktober diperingati sebagai penghormatan atas peran santri dan ulama dalam perjuangan kemerdekaan.Jombang Fest 2024, dirancang untuk mengenang jasa Abdurrahman Wahid (Gus Dur), serta memajukan ekonomi daerah melalui berbagai kegiatan seperti workshop UMKM, pentas seni, sarasehan, dan Gelar Potensi Unggulan, yang bertujuan membangkitkan potensi lokal. Sekaligus diharapkan munculnya satu lagi Pahlawan Nasional dari Jombang, seiring TAP MPR yg baru. (*)",Jombangku
"Jombang Fest 2024, Sambut Hari Jadi Pemkab Jombang dan Hari Santri Nasional",2 Oktober 2024,"Jombang– Sambut Hari Jadi ke 114 dan Hari Santri Nasional , Pemerintah Kabupaten Jombang akan menggelar Jombang Fest 2024. Gelaran Jombang Fest, akan di isi berbagai kegiatan baik pagelaran budaya, festival produk unggalan, festival religi, hingga seminar internasional.Jombang Fest sendiri akan digelar mulai tanggal 14 sampai 24 Oktober 2024. Acara akan dibuka secara langsung oleh Wakil Presiden Republik Indonesia, KH Ma’ruf Amin.Di dalam acara Jombang Fest, Wakil Presiden direncanakan akan meresmikan Jombang Smart Santripreneur, hingga menggelar penanaman pohon bersama Menteri Lingkungan Hidup dan Kehutanan Republik Indonesia, Siti Nurbaya.Dihari yang sama juga, Jombang Fest akan di isi berbagai kegiatan yang menarik, mulai demo masak ikan Lele Tanpa Duri, Jombang Smart Green Park, Launching BPR Syariah Bank Jombang, Forum Digitalisasi Ekonomi & Pemasaran Produk Pesantren, Seminar/Workshop Gelar Potensi Investasi Jombang, Parade Drone, hingga Pentas Budaya Ludruk yang peragakan oleh Santri.Sementara, pada tanggal 15 Oktober, Jombang Fest akan digelar dengan berbagai event lain yang diharapkan bisa membangkitkan ekonomi dan literasi masyarakat. Event itu yakni, Festival Kopi, Festival Batik, Seminar Kebangsaan bertema “Jejak Bung Karno di Jombang”. Bimbingan Teknis Agropreneur Tembakau, hingga pentas seni Band Lokal.Asisten III Pemkab Jombang, Saiful Anwar mengatakan, Jombang Fest 2024 merupakan kegiatan yang berisi Literasi Budaya, Literasi Potensi Ekonomi hingga Literasi Digitalisasi. Jombang Fest diharapkan bisa berdampak pada kemajuan masyarakat Jombang secara keseluruhan.“Jadi bertepatan dengan peringatan Hari Jadi Pemkab Jombang ke 114 dan Hari Santri Nasional, kami ingin menghadirkan sesuatu yang bermanfaat bagi kemajuan masyarakat Jombang,” jelas Saiful.“Ditengah tengah itu untuk membangkitkan rasa nasionalisme, nanti kita isi juga acara nonton bareng Timnas Indonesia melawan China dalam lanjutan kualifikasi piala dunia 2026. Kan lagi bagus itu Timnas, kita suprot dengan nonton bareng bareng,” tukas Saiful, melanjutkan.",Jombangku
"Gelar Tasyakuran Hari lalu Lintas Bhayangkara ke 69, Polres Jombang Ganjar Penghargaan Anggota Berprestasi",26 September 2024,"Jombang– Dalam rangka memperingati Hari Ulang Tahun Lalu Lintas Bhayangkara ke-69, Polres Jombang menggelar Tasyakuran bertempat di Graha Bakti Bhayangkara, pada Kamis (26/9/2024).Kegiatan Tasyakuran mengangkat tema *Polantas Presisi Hadir Menuju Indonesia Maju* ini diantaranya penyerahan penghargaan kepada anggota Polantas berprestasi, kemudian pemotongan tumpeng yang diberikan kepada anggota Polantas Tertua dan Termuda.Adapun penerima penghargaan yakni Bripka Pujianto yang berhasil mengungkap kasus tabrak lari laka lantas, Aiptu Haris Pahlawanto prestasi perolehan Tilang terbanyak serta Yohan Kartika anggota Dishub merupakan partner yang aktif dan tanggap dalam membantu tugas Anggota Sat Lantas di lapangan.Acara yang berlangsung dengan penuh khidmat ini dihadiri Pejabat Utama Polres Jombang, Kapolsek jajaran, Kepala Dinas Perhubungan, Kepala Dinas PUPR, Kasatpol PP, Kadis Kominfo, Kepala UPT Dispenda Jombang, Kepala PT Jasa Marga Cab. Jombang.Selain itu hadir, Kepala Kantor Pembantu UPT Pengelolaan Jalan dan Jembatan Mojokerto di Jombang, Kepala Stasiun KAI Jombang Kepala PT. Pos Indonesia Jombang, Pimpinan Bank BRI Jombang, Direktur PT. MHI Jombang dan Ketua Otomotif Jombang.Dalam sambutannya, Kapolres Jombang AKBP Eko Bagus Riyadi mengatakan Peringatan hari lalu lintas bhayangkara ke 69 tahun 2024 ini merupakan sarana yang baik untuk melakukan evaluasi guna penyempurnaan kinerja organisasi serta meningkatkan semangat soliditas, profesionalisme dalam rangka memberikan pelayanan dan pengabdian terbaik kepada masyarakat.“Dengan semangat melayani, Sat Lantas Polres Jombang berkomitmen untuk mewujudkan kamseltibcar lantas dan pelayanan prima sebagaimana yang kita harapkan, merupakan tanggung jawab mulia dan pencapainnya memerlukan dukungan serta kerjasama multi dimensial secara komprehensif,” kata Wakapolres Kompol Hari Kurniawan.Masih kata Kompol Hari, Satlantas Polres Jombang dapat menunjukkan eksistensinya sebagai pelayanan publik yang profesional, modern dan terpercaya yang mampu memberikan pelayanan yang lebih baik. selama tahun 2024 ini berbagai penghargaan telah banyak diraih oleh satlantas polres jombang diantaranya adalah Juara 1 lomba pos pelayanan mudik lebaran 2024 tingkat polda jatim; Juara 3 penindakan pelanggaran lalu lintas pasal tertentu fatalitas laka zona a; Penghargaan unit pelayanan publik terbaik dari kemenpan-rb dalam pantauan dan evaluasi kinerja penyelenggara pelayanan publik instansional.“Berbagai capaian tersebut saya harap tidak membuat insan Polantas Polres Jombang cepat berpuas diri, namun sebaliknya menjadi motivasi dan inspirasi untuk terus meningkatkan kinerja dan terus menggulirkan program – program kreatif inovatif guna memberikan pelayanan terbaik kepada masyarakat,” jelasnya.Terpisah, Kapolres Jombang AKBP Eko Bagus Riyadi menyampaikan selamat ulang tahun yang ke-69 kepada seluruh personil Polisi lalu lintas Polres Jombang serta ucapan terima kasih atas dedikasi dan pengabdiannya dalam menciptakan kamtibmas dan kamseltibcar lantas di wilayah Kab. Jombang dengan tidak kenal lelah.“Saya berpesan kepada jajaran Satlantas Polres Jombang untuk terus melaksanakan tugas pelayanan secara profesional dan proporsional dengan berlandaskan keikhlasan serta kaidah taat hukum, taat prosedur dan taat etika. Agar keberadaan setiap personel Polantas dapat membawa dampak dan citra positif bagi institusi maupun masyarakat luas dengan slogan “jadilah pelopor keselamatan berlalu lintas, dan budayakan keselamatan sebagai kebutuhan, ” Pungkasnya.",Jombangku
Final dan Penutupan Kejuaraan Bola Voli Antar Kecamatan Kapolres Jombang Cup 2024,12 September 2024,"Jombang– Kejuaraan bola voli Kapolres Jombang Cup 2024 antar kecamatan se Kabupaten Jombang yang berlangsung mulai tanggal 3 s/d 12 September 2024 secara resmi ditutup. Penutupan kejuaraan di gedung olahraga (GOR) Merdeka usai pertandingan final. Kamis (12/9/2024), malam.Adapun hasil kejuaraan bola voli Kapolres Jombang Cup 2024 itu, tim putra dari Kecamatan Ngoro berhasil meraih juara I, disusul tim Kecamatan Bareng menempati juara II dan tim Kecamatan Sumobito juara III. Adapun tim putri untuk juara I Kecamatan Jogoroto, juara II Kecamatan Jombang Kota, dan Kecamatan Mojowarno menempati juara III serta Juara IV Kecamatan Diwek.Kapolres Jombang melalui Wakapolres Kompol Hari Kurniawan Wakapolres Jombang mengungkapkan, kejuaraan itu sebagai motivasi serta melatih mental dan pengalaman atlet-atlet muda di Kabupaten Jombang, sehingga dapat bersaing pada kejuaraan-kejuaraan di tingkat yang lebih tinggi.“Kejuaraan bola voli Kapolres Jombang Cup 2024 ini juga untuk persiapan Porprov Jatim 2025 di Malang Raya,” kata Kompol Hari setelah penutupan dan penyerahan piala kepada para juara.Selain meningkatkan prestasi para atlet, kejuaraan itu juga sebagai ajang kreativitas dalam sportifitas serta menjalin silaturahmi para atlet khususnya olahraga bola voli. Peserta kejuaraan bola voli sebanyak 42 tim terdiri 21 tim putra dan 21 tim putri, telah mengeluarkan skill dan bersaing sekuat tenaga pada turnamen bola voli tersebut.“Pemain dari lokal Jombang dan juga ada pemain nasional. Ini memicu semangat juga meramaikan kejuaraan ini,” ujarnya.Kompol Hari pun mengucapkan terima kasih dan penghargaan kepada semua pihak yang telah berpartisipasi aktif dalam kejuaraan bola Voli Kapolres Jombang Cup 2024 ini.Ia berpesan agar atlet yang telah meraih prestasi kiranya dapat menjadi pemacu untuk meraih prestasi lebih tinggi lagi agar dapat menjadi penyemangat dalam latihan sehingga mendapatkan hasil yang memuaskan.“Kepada atlet yang telah berusaha keras, tetapi belum meraih hasil yang memuaskan, untuk terus semangat berlatih. Masih ada kesempatan tahun depan, tetap jaga sportifitas dan jalin silaturahmi,” pesan Kompol Hari.",Jombangku
